,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos,ubigeo_reniec,departamento,provincia,distrito
706,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,263,00000004.jpg,23.974,17.867,12/10/2022,13:00 h,100.0000,100402,375,100402,ICA,PISCO,HUANCANO
707,5,JUNTOS POR EL PERU,,100.0,6,6,143,00000005.jpg,13.036,9.715,12/10/2022,13:00 h,100.0000,100402,375,100402,ICA,PISCO,HUANCANO
708,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,6,6,142,00000002.jpg,12.944,9.647,12/10/2022,13:00 h,100.0000,100402,375,100402,ICA,PISCO,HUANCANO
709,1,ACCION POPULAR,,100.0,6,6,129,00000001.jpg,11.759,8.764,12/10/2022,13:00 h,100.0000,100402,375,100402,ICA,PISCO,HUANCANO
710,59,UNO POR ICA,,100.0,6,6,124,00000059.jpg,11.304,8.424,12/10/2022,13:00 h,100.0000,100402,375,100402,ICA,PISCO,HUANCANO
711,6,FUERZA POPULAR,,100.0,6,6,2,00000006.jpg,0.182,0.136,12/10/2022,13:00 h,100.0000,100402,375,100402,ICA,PISCO,HUANCANO
712,62,JUNIN RENACE,,100.0,14,14,14,00000062.jpg,0.743,0.523,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
713,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,14,14,252,00000061.jpg,13.369,9.414,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
714,64,CORAZON PATRIOTA,,100.0,14,14,44,00000064.jpg,2.334,1.644,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
715,1,ACCION POPULAR,,100.0,14,14,21,00000001.jpg,1.114,0.784,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
716,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,14,14,358,00000060.jpg,18.992,13.373,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
717,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,14,14,579,00000008.jpg,30.716,21.629,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
718,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,14,14,515,00000063.jpg,27.321,19.238,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
719,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,14,14,102,00000065.jpg,5.411,3.81,12/10/2022,13:00 h,100.0000,110203,792,110203,JUNIN,CONCEPCION,ANDAMARCA
720,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,19,19,715,00000061.jpg,25.747,18.418,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
721,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,19,19,777,00000060.jpg,27.98,20.015,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
722,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,19,19,711,00000065.jpg,25.603,18.315,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
723,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,19,19,291,00000063.jpg,10.479,7.496,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
724,62,JUNIN RENACE,,100.0,19,19,243,00000062.jpg,8.75,6.26,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
725,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,19,19,21,00000008.jpg,0.756,0.541,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
726,64,CORAZON PATRIOTA,,100.0,19,19,11,00000064.jpg,0.396,0.283,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
727,1,ACCION POPULAR,,100.0,19,19,8,00000001.jpg,0.288,0.206,12/10/2022,13:00 h,100.0000,110204,1105,110204,JUNIN,CONCEPCION,COMAS
728,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,6,6,277,00000063.jpg,39.124,27.13,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
729,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,6,6,77,00000060.jpg,10.876,7.542,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
730,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,6,6,34,00000065.jpg,4.802,3.33,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
731,62,JUNIN RENACE,,100.0,6,6,28,00000062.jpg,3.955,2.742,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
732,1,ACCION POPULAR,,100.0,6,6,6,00000001.jpg,0.847,0.588,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
733,64,CORAZON PATRIOTA,,100.0,6,6,5,00000064.jpg,0.706,0.49,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
734,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,6,6,2,00000008.jpg,0.282,0.196,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
735,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,6,6,279,00000061.jpg,39.407,27.326,12/10/2022,13:00 h,100.0000,110205,313,110205,JUNIN,CONCEPCION,COCHAS
736,9,PODEMOS PERU,,100.0,5,5,90,00000009.jpg,10.702,8.531,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
737,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,5,5,98,00000060.jpg,11.653,9.289,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
738,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,5,5,147,00000063.jpg,17.479,13.934,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
739,3,RENOVACION POPULAR,,100.0,5,5,25,00000003.jpg,2.973,2.37,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
740,62,JUNIN RENACE,,100.0,5,5,207,00000062.jpg,24.614,19.621,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
741,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,5,5,3,00000007.jpg,0.357,0.284,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
742,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,5,5,89,00000061.jpg,10.583,8.436,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
743,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,150,00000004.jpg,17.836,14.218,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
744,10,PARTIDO MORADO,,100.0,5,5,32,00000010.jpg,3.805,3.033,12/10/2022,13:00 h,100.0000,110314,214,110314,JUNIN,JAUJA,MARCO
745,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,27,27,1317,00000061.jpg,30.843,21.787,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
746,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,27,27,75,00000063.jpg,1.756,1.241,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
747,3,RENOVACION POPULAR,,100.0,27,27,183,00000003.jpg,4.286,3.027,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
748,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,27,27,361,00000065.jpg,8.454,5.972,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
749,62,JUNIN RENACE,,100.0,27,27,522,00000062.jpg,12.225,8.635,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
750,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,27,27,898,00000002.jpg,21.03,14.855,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
751,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,27,27,914,00000060.jpg,21.405,15.12,12/10/2022,13:00 h,100.0000,110504,1775,110504,JUNIN,TARMA,HUASAHUASI
752,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,4,4,124,00000008.jpg,21.233,14.335,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
753,62,JUNIN RENACE,,100.0,4,4,96,00000062.jpg,16.438,11.098,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
754,9,PODEMOS PERU,,100.0,4,4,18,00000009.jpg,3.082,2.081,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
755,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,4,4,8,00000065.jpg,1.37,0.925,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
756,3,RENOVACION POPULAR,,100.0,4,4,5,00000003.jpg,0.856,0.578,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
757,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,4,4,153,00000061.jpg,26.199,17.688,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
758,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,4,4,8,00000063.jpg,1.37,0.925,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
759,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,4,4,172,00000060.jpg,29.452,19.884,12/10/2022,13:00 h,100.0000,110603,281,110603,JUNIN,YAULI,HUAY-HUAY
760,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,3,3,0,00000065.jpg,0.0,0.0,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
761,62,JUNIN RENACE,,100.0,3,3,13,00000062.jpg,4.643,2.748,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
762,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,3,3,8,00000063.jpg,2.857,1.691,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
763,3,RENOVACION POPULAR,,100.0,3,3,2,00000003.jpg,0.714,0.423,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
764,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,3,3,185,00000061.jpg,66.071,39.112,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
765,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,34,00000008.jpg,12.143,7.188,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
766,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,3,3,23,00000060.jpg,8.214,4.863,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
767,9,PODEMOS PERU,,100.0,3,3,15,00000009.jpg,5.357,3.171,12/10/2022,13:00 h,100.0000,110607,193,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
768,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,68,00000008.jpg,18.378,11.277,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
769,62,JUNIN RENACE,,100.0,3,3,39,00000062.jpg,10.541,6.468,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
770,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,3,3,39,00000063.jpg,10.541,6.468,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
771,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,3,3,34,00000061.jpg,9.189,5.638,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
772,9,PODEMOS PERU,,100.0,3,3,6,00000009.jpg,1.622,0.995,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
773,3,RENOVACION POPULAR,,100.0,3,3,2,00000003.jpg,0.541,0.332,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
774,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,3,3,7,00000065.jpg,1.892,1.161,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
775,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,3,3,175,00000060.jpg,47.297,29.022,12/10/2022,13:00 h,100.0000,110608,233,110608,JUNIN,YAULI,SUITUCANCHA
776,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,25,25,1393,00000069.jpg,45.989,26.676,12/10/2022,13:00 h,100.0000,120410,2193,120410,LA LIBERTAD,OTUZCO,SINSICAP
777,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,25,25,45,00000008.jpg,1.486,0.862,12/10/2022,13:00 h,100.0000,120410,2193,120410,LA LIBERTAD,OTUZCO,SINSICAP
778,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,25,25,100,00000002.jpg,3.301,1.915,12/10/2022,13:00 h,100.0000,120410,2193,120410,LA LIBERTAD,OTUZCO,SINSICAP
779,68,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.0,25,25,351,00000068.jpg,11.588,6.722,12/10/2022,13:00 h,100.0000,120410,2193,120410,LA LIBERTAD,OTUZCO,SINSICAP
780,4,ALIANZA PARA EL PROGRESO,,100.0,25,25,1140,00000004.jpg,37.636,21.831,12/10/2022,13:00 h,100.0000,120410,2193,120410,LA LIBERTAD,OTUZCO,SINSICAP
781,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,99,99,2217,00000002.jpg,12.513,10.03,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
782,66,NUEVA LIBERTAD,,100.0,99,99,1552,00000066.jpg,8.76,7.022,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
783,4,ALIANZA PARA EL PROGRESO,,100.0,99,99,2984,00000004.jpg,16.843,13.5,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
784,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,99,99,3500,00000069.jpg,19.755,15.835,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
785,68,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.0,99,99,3083,00000068.jpg,17.401,13.948,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
786,67,SUMATE,,100.0,99,99,303,00000067.jpg,1.71,1.371,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
787,3,RENOVACION POPULAR,,100.0,99,99,674,00000003.jpg,3.804,3.049,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
788,6,FUERZA POPULAR,,100.0,99,99,3404,00000006.jpg,19.213,15.401,12/10/2022,13:00 h,100.0000,120503,4386,120503,LA LIBERTAD,PACASMAYO,GUADALUPE
789,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,11,11,186,00000008.jpg,15.423,8.761,12/10/2022,13:00 h,100.0000,120602,917,120602,LA LIBERTAD,PATAZ,BULDIBUYO
790,67,SUMATE,,100.0,11,11,187,00000067.jpg,15.506,8.808,12/10/2022,13:00 h,100.0000,120602,917,120602,LA LIBERTAD,PATAZ,BULDIBUYO
791,4,ALIANZA PARA EL PROGRESO,,100.0,11,11,363,00000004.jpg,30.1,17.098,12/10/2022,13:00 h,100.0000,120602,917,120602,LA LIBERTAD,PATAZ,BULDIBUYO
792,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,11,11,470,00000069.jpg,38.972,22.138,12/10/2022,13:00 h,100.0000,120602,917,120602,LA LIBERTAD,PATAZ,BULDIBUYO
793,4,ALIANZA PARA EL PROGRESO,,100.0,33,33,576,00000004.jpg,16.331,9.065,12/10/2022,13:00 h,100.0000,120603,2827,120603,LA LIBERTAD,PATAZ,CHILLIA
794,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,33,33,2184,00000069.jpg,61.922,34.372,12/10/2022,13:00 h,100.0000,120603,2827,120603,LA LIBERTAD,PATAZ,CHILLIA
795,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,33,33,22,00000008.jpg,0.624,0.346,12/10/2022,13:00 h,100.0000,120603,2827,120603,LA LIBERTAD,PATAZ,CHILLIA
796,67,SUMATE,,100.0,33,33,745,00000067.jpg,21.123,11.725,12/10/2022,13:00 h,100.0000,120603,2827,120603,LA LIBERTAD,PATAZ,CHILLIA
797,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,4,4,131,00000008.jpg,23.477,14.116,12/10/2022,13:00 h,100.0000,120604,370,120604,LA LIBERTAD,PATAZ,HUAYLILLAS
798,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,4,4,166,00000069.jpg,29.749,17.888,12/10/2022,13:00 h,100.0000,120604,370,120604,LA LIBERTAD,PATAZ,HUAYLILLAS
799,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,47,00000004.jpg,8.423,5.065,12/10/2022,13:00 h,100.0000,120604,370,120604,LA LIBERTAD,PATAZ,HUAYLILLAS
800,67,SUMATE,,100.0,4,4,214,00000067.jpg,38.351,23.06,12/10/2022,13:00 h,100.0000,120604,370,120604,LA LIBERTAD,PATAZ,HUAYLILLAS
801,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,16,16,23,00000008.jpg,1.683,0.83,12/10/2022,13:00 h,100.0000,120605,1403,120605,LA LIBERTAD,PATAZ,HUANCASPATA
802,4,ALIANZA PARA EL PROGRESO,,100.0,16,16,142,00000004.jpg,10.388,5.126,12/10/2022,13:00 h,100.0000,120605,1403,120605,LA LIBERTAD,PATAZ,HUANCASPATA
803,67,SUMATE,,100.0,16,16,540,00000067.jpg,39.503,19.495,12/10/2022,13:00 h,100.0000,120605,1403,120605,LA LIBERTAD,PATAZ,HUANCASPATA
804,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,16,16,662,00000069.jpg,48.427,23.899,12/10/2022,13:00 h,100.0000,120605,1403,120605,LA LIBERTAD,PATAZ,HUANCASPATA
805,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,11,11,602,00000069.jpg,67.869,28.223,12/10/2022,13:00 h,100.0000,120606,1246,120606,LA LIBERTAD,PATAZ,HUAYO
806,4,ALIANZA PARA EL PROGRESO,,100.0,11,11,171,00000004.jpg,19.278,8.017,12/10/2022,13:00 h,100.0000,120606,1246,120606,LA LIBERTAD,PATAZ,HUAYO
807,67,SUMATE,,100.0,11,11,109,00000067.jpg,12.289,5.11,12/10/2022,13:00 h,100.0000,120606,1246,120606,LA LIBERTAD,PATAZ,HUAYO
808,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,11,11,5,00000008.jpg,0.564,0.234,12/10/2022,13:00 h,100.0000,120606,1246,120606,LA LIBERTAD,PATAZ,HUAYO
809,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,36,36,1356,00000069.jpg,31.309,19.618,12/10/2022,13:00 h,100.0000,120608,2581,120608,LA LIBERTAD,PATAZ,PARCOY
810,4,ALIANZA PARA EL PROGRESO,,100.0,36,36,2219,00000004.jpg,51.235,32.104,12/10/2022,13:00 h,100.0000,120608,2581,120608,LA LIBERTAD,PATAZ,PARCOY
811,67,SUMATE,,100.0,36,36,605,00000067.jpg,13.969,8.753,12/10/2022,13:00 h,100.0000,120608,2581,120608,LA LIBERTAD,PATAZ,PARCOY
812,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,36,36,151,00000008.jpg,3.486,2.185,12/10/2022,13:00 h,100.0000,120608,2581,120608,LA LIBERTAD,PATAZ,PARCOY
813,4,ALIANZA PARA EL PROGRESO,,100.0,18,18,378,00000004.jpg,23.849,11.5,12/10/2022,13:00 h,100.0000,120609,1702,120609,LA LIBERTAD,PATAZ,PATAZ
814,67,SUMATE,,100.0,18,18,185,00000067.jpg,11.672,5.628,12/10/2022,13:00 h,100.0000,120609,1702,120609,LA LIBERTAD,PATAZ,PATAZ
815,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,18,18,69,00000008.jpg,4.353,2.099,12/10/2022,13:00 h,100.0000,120609,1702,120609,LA LIBERTAD,PATAZ,PATAZ
816,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,18,18,953,00000069.jpg,60.126,28.993,12/10/2022,13:00 h,100.0000,120609,1702,120609,LA LIBERTAD,PATAZ,PATAZ
817,66,NUEVA LIBERTAD,,100.0,6,6,241,00000066.jpg,22.629,18.411,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
818,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,6,6,232,00000007.jpg,21.784,17.723,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
819,68,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.0,6,6,221,00000068.jpg,20.751,16.883,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
820,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,6,6,218,00000069.jpg,20.469,16.654,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
821,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,82,00000004.jpg,7.7,6.264,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
822,3,RENOVACION POPULAR,,100.0,6,6,69,00000003.jpg,6.479,5.271,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
823,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,6,6,2,00000002.jpg,0.188,0.153,12/10/2022,13:00 h,85.7143,120704,244,120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA
824,3,RENOVACION POPULAR,,100.0,13,13,28,00000003.jpg,1.509,1.053,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
825,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,13,13,61,00000002.jpg,3.287,2.293,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
826,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,13,13,133,00000007.jpg,7.166,5.0,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
827,66,NUEVA LIBERTAD,,100.0,13,13,185,00000066.jpg,9.968,6.955,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
828,68,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.0,13,13,775,00000068.jpg,41.756,29.135,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
829,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,13,13,344,00000069.jpg,18.534,12.932,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
830,4,ALIANZA PARA EL PROGRESO,,100.0,13,13,330,00000004.jpg,17.78,12.406,12/10/2022,13:00 h,100.0000,120708,804,120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA
831,66,NUEVA LIBERTAD,,100.0,53,53,602,00000066.jpg,6.328,4.789,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
832,67,SUMATE,,100.0,53,53,1741,00000067.jpg,18.301,13.85,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
833,4,ALIANZA PARA EL PROGRESO,,100.0,53,53,1850,00000004.jpg,19.447,14.718,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
834,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,53,53,2003,00000069.jpg,21.055,15.935,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
835,68,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.0,53,53,572,00000068.jpg,6.013,4.551,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
836,6,FUERZA POPULAR,,100.0,53,53,291,00000006.jpg,3.059,2.315,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
837,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,53,53,2454,00000002.jpg,25.796,19.523,12/10/2022,13:00 h,100.0000,120804,3057,120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO
838,5,JUNTOS POR EL PERU,,100.0,35,35,43,00000005.jpg,0.666,0.519,12/10/2022,13:00 h,100.0000,120903,1829,120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO
839,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,35,35,1463,00000002.jpg,22.675,17.667,12/10/2022,13:00 h,100.0000,120903,1829,120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO
840,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,35,35,1304,00000069.jpg,20.211,15.747,12/10/2022,13:00 h,100.0000,120903,1829,120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO
