,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,ubigeo_reniec,departamento,provincia,distrito
902,19,SOCIOS POR ANCASH,,100.0,23,23,901,00000019.jpg,22.302,17.077,10/10/2022,10:52 h,100.0000,20803,20803,ANCASH,HUARI,CHAVIN DE HUANTAR
903,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,23,23,927,00000020.jpg,22.946,17.57,10/10/2022,10:52 h,100.0000,20803,20803,ANCASH,HUARI,CHAVIN DE HUANTAR
904,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,23,23,"1,384",00000002.jpg,34.257,26.232,10/10/2022,10:52 h,100.0000,20803,20803,ANCASH,HUARI,CHAVIN DE HUANTAR
905,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,9,9,11,00000018.jpg,0.706,0.534,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
906,4,ALIANZA PARA EL PROGRESO,,100.0,9,9,13,00000004.jpg,0.835,0.631,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
907,5,JUNTOS POR EL PERU,,100.0,9,9,28,00000005.jpg,1.798,1.36,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
908,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,9,9,50,00000020.jpg,3.211,2.428,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
909,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,9,9,254,00000002.jpg,16.313,12.336,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
910,19,SOCIOS POR ANCASH,,100.0,9,9,469,00000019.jpg,30.122,22.778,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
911,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,9,9,732,00000021.jpg,47.013,35.551,10/10/2022,10:52 h,100.0000,20804,20804,ANCASH,HUARI,HUACACHI
912,5,JUNTOS POR EL PERU,,100.0,16,16,8,00000005.jpg,0.24,0.216,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
913,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,16,16,14,00000018.jpg,0.42,0.377,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
914,4,ALIANZA PARA EL PROGRESO,,100.0,16,16,45,00000004.jpg,1.349,1.213,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
915,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,16,16,162,00000020.jpg,4.858,4.365,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
916,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,16,16,828,00000021.jpg,24.828,22.312,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
917,19,SOCIOS POR ANCASH,,100.0,16,16,970,00000019.jpg,29.085,26.139,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
918,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,16,16,"1,308",00000002.jpg,39.22,35.247,10/10/2022,10:52 h,100.0000,20805,20805,ANCASH,HUARI,HUACHIS
919,5,JUNTOS POR EL PERU,,100.0,9,9,4,00000005.jpg,0.259,0.214,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
920,4,ALIANZA PARA EL PROGRESO,,100.0,9,9,10,00000004.jpg,0.648,0.535,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
921,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,9,9,19,00000018.jpg,1.231,1.017,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
922,19,SOCIOS POR ANCASH,,100.0,9,9,49,00000019.jpg,3.174,2.623,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
923,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,9,9,175,00000002.jpg,11.334,9.368,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
924,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,9,9,415,00000021.jpg,26.878,22.216,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
925,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,9,9,872,00000020.jpg,56.477,46.681,10/10/2022,10:52 h,100.0000,20806,20806,ANCASH,HUARI,HUACCHIS
926,5,JUNTOS POR EL PERU,,100.0,10,10,2,00000005.jpg,0.113,0.096,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
927,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,10,10,14,00000018.jpg,0.789,0.672,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
928,19,SOCIOS POR ANCASH,,100.0,10,10,23,00000019.jpg,1.296,1.104,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
929,4,ALIANZA PARA EL PROGRESO,,100.0,10,10,203,00000004.jpg,11.437,9.746,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
930,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,10,10,214,00000020.jpg,12.056,10.274,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
931,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,10,10,565,00000021.jpg,31.831,27.124,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
932,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,10,10,754,00000002.jpg,42.479,36.198,10/10/2022,10:52 h,100.0000,20807,20807,ANCASH,HUARI,HUANTAR
933,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,1,00000004.jpg,0.085,0.075,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
934,5,JUNTOS POR EL PERU,,100.0,6,6,9,00000005.jpg,0.763,0.676,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
935,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,6,6,23,00000018.jpg,1.949,1.728,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
936,19,SOCIOS POR ANCASH,,100.0,6,6,106,00000019.jpg,8.983,7.964,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
937,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,6,6,290,00000021.jpg,24.576,21.788,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
938,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,6,6,372,00000002.jpg,31.525,27.949,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
939,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,6,6,379,00000020.jpg,32.119,28.475,10/10/2022,10:52 h,100.0000,20808,20808,ANCASH,HUARI,MASIN
940,5,JUNTOS POR EL PERU,,100.0,8,8,5,00000005.jpg,0.386,0.31,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
941,4,ALIANZA PARA EL PROGRESO,,100.0,8,8,5,00000004.jpg,0.386,0.31,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
942,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,8,8,72,00000020.jpg,5.564,4.469,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
943,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,8,8,87,00000018.jpg,6.723,5.4,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
944,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,8,8,201,00000021.jpg,15.533,12.477,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
945,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,8,8,385,00000002.jpg,29.753,23.898,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
946,19,SOCIOS POR ANCASH,,100.0,8,8,539,00000019.jpg,41.654,33.457,10/10/2022,10:52 h,100.0000,20809,20809,ANCASH,HUARI,PAUCAS
947,4,ALIANZA PARA EL PROGRESO,,100.0,15,15,3,00000004.jpg,0.094,0.088,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
948,5,JUNTOS POR EL PERU,,100.0,15,15,8,00000005.jpg,0.25,0.235,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
949,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,15,15,19,00000018.jpg,0.593,0.559,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
950,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,15,15,128,00000021.jpg,3.998,3.767,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
951,19,SOCIOS POR ANCASH,,100.0,15,15,879,00000019.jpg,27.452,25.868,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
952,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,15,15,916,00000020.jpg,28.607,26.957,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
953,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,15,15,"1,249",00000002.jpg,39.007,36.757,10/10/2022,10:52 h,100.0000,20810,20810,ANCASH,HUARI,PONTO
954,5,JUNTOS POR EL PERU,,100.0,3,3,2,00000005.jpg,0.317,0.294,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
955,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,4,00000004.jpg,0.635,0.587,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
956,19,SOCIOS POR ANCASH,,100.0,3,3,61,00000019.jpg,9.683,8.957,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
957,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,3,3,62,00000018.jpg,9.841,9.104,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
958,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,3,3,94,00000020.jpg,14.921,13.803,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
959,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,3,3,160,00000002.jpg,25.397,23.495,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
960,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,3,3,247,00000021.jpg,39.206,36.27,10/10/2022,10:52 h,100.0000,20811,20811,ANCASH,HUARI,RAHUAPAMPA
961,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,3,00000004.jpg,0.229,0.217,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
962,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,6,6,7,00000018.jpg,0.535,0.507,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
963,5,JUNTOS POR EL PERU,,100.0,6,6,12,00000005.jpg,0.917,0.868,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
964,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,6,6,72,00000021.jpg,5.505,5.21,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
965,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,6,6,208,00000002.jpg,15.902,15.051,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
966,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,6,6,478,00000020.jpg,36.544,34.588,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
967,19,SOCIOS POR ANCASH,,100.0,6,6,528,00000019.jpg,40.367,38.205,10/10/2022,10:52 h,100.0000,20812,20812,ANCASH,HUARI,RAPAYAN
968,5,JUNTOS POR EL PERU,,100.0,65,65,84,00000005.jpg,0.683,0.59,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
969,4,ALIANZA PARA EL PROGRESO,,100.0,65,65,173,00000004.jpg,1.406,1.215,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
970,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,65,65,"1,462",00000021.jpg,11.879,10.264,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
971,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,65,65,"2,033",00000018.jpg,16.519,14.273,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
972,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,65,65,"2,300",00000002.jpg,18.689,16.147,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
973,19,SOCIOS POR ANCASH,,100.0,65,65,"2,729",00000019.jpg,22.174,19.159,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
974,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,65,65,"3,526",00000020.jpg,28.65,24.754,10/10/2022,10:52 h,100.0000,20813,20813,ANCASH,HUARI,SAN MARCOS
975,5,JUNTOS POR EL PERU,,100.0,14,14,7,00000005.jpg,0.269,0.254,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
976,4,ALIANZA PARA EL PROGRESO,,100.0,14,14,14,00000004.jpg,0.538,0.507,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
977,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,14,14,16,00000018.jpg,0.615,0.58,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
978,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,14,14,431,00000021.jpg,16.564,15.622,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
979,19,SOCIOS POR ANCASH,,100.0,14,14,589,00000019.jpg,22.636,21.348,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
980,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,14,14,618,00000020.jpg,23.751,22.399,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
981,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,14,14,927,00000002.jpg,35.626,33.599,10/10/2022,10:52 h,100.0000,20814,20814,ANCASH,HUARI,SAN PEDRO DE CHANA
982,5,JUNTOS POR EL PERU,,100.0,6,6,6,00000005.jpg,0.524,0.482,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
983,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,6,6,8,00000018.jpg,0.699,0.643,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
984,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,8,00000004.jpg,0.699,0.643,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
985,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,6,6,43,00000020.jpg,3.755,3.454,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
986,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,6,6,137,00000002.jpg,11.965,11.004,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
987,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,6,6,353,00000021.jpg,30.83,28.353,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
988,19,SOCIOS POR ANCASH,,100.0,6,6,590,00000019.jpg,51.528,47.39,10/10/2022,10:52 h,100.0000,20815,20815,ANCASH,HUARI,UCO
989,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,9,9,11,00000018.jpg,0.706,0.593,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
990,4,ALIANZA PARA EL PROGRESO,,100.0,9,9,49,00000004.jpg,3.143,2.642,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
991,5,JUNTOS POR EL PERU,,100.0,9,9,84,00000005.jpg,5.388,4.528,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
992,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,9,9,156,00000020.jpg,10.006,8.41,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
993,19,SOCIOS POR ANCASH,,100.0,9,9,306,00000019.jpg,19.628,16.496,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
994,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,9,9,434,00000021.jpg,27.838,23.396,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
995,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,9,9,519,00000002.jpg,33.291,27.978,10/10/2022,10:52 h,100.0000,20816,20816,ANCASH,HUARI,ANRA
996,5,JUNTOS POR EL PERU,,100.0,8,8,192,00000005.jpg,14.149,12.355,10/10/2022,10:52 h,100.0000,20901,20901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
997,19,SOCIOS POR ANCASH,,100.0,8,8,216,00000019.jpg,15.917,13.9,10/10/2022,10:52 h,100.0000,20901,20901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
998,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,8,8,254,00000021.jpg,18.718,16.345,10/10/2022,10:52 h,100.0000,20901,20901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
999,4,ALIANZA PARA EL PROGRESO,,100.0,8,8,695,00000004.jpg,51.216,44.723,10/10/2022,10:52 h,100.0000,20901,20901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
1000,5,JUNTOS POR EL PERU,,100.0,13,13,37,00000005.jpg,1.385,1.254,10/10/2022,10:52 h,100.0000,20902,20902,ANCASH,MARISCAL LUZURIAGA,CASCA
1001,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,13,13,204,00000021.jpg,7.635,6.915,10/10/2022,10:52 h,100.0000,20902,20902,ANCASH,MARISCAL LUZURIAGA,CASCA
1002,19,SOCIOS POR ANCASH,,100.0,13,13,"1,123",00000019.jpg,42.028,38.068,10/10/2022,10:52 h,100.0000,20902,20902,ANCASH,MARISCAL LUZURIAGA,CASCA
1003,4,ALIANZA PARA EL PROGRESO,,100.0,13,13,"1,308",00000004.jpg,48.952,44.339,10/10/2022,10:52 h,100.0000,20902,20902,ANCASH,MARISCAL LUZURIAGA,CASCA
1004,5,JUNTOS POR EL PERU,,100.0,9,9,44,00000005.jpg,2.633,2.358,10/10/2022,10:52 h,100.0000,20903,20903,ANCASH,MARISCAL LUZURIAGA,LUCMA
1005,19,SOCIOS POR ANCASH,,100.0,9,9,479,00000019.jpg,28.665,25.67,10/10/2022,10:52 h,100.0000,20903,20903,ANCASH,MARISCAL LUZURIAGA,LUCMA
1006,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,9,9,533,00000021.jpg,31.897,28.564,10/10/2022,10:52 h,100.0000,20903,20903,ANCASH,MARISCAL LUZURIAGA,LUCMA
1007,4,ALIANZA PARA EL PROGRESO,,100.0,9,9,615,00000004.jpg,36.804,32.958,10/10/2022,10:52 h,100.0000,20903,20903,ANCASH,MARISCAL LUZURIAGA,LUCMA
1008,5,JUNTOS POR EL PERU,,100.0,8,8,57,00000005.jpg,4.371,3.864,10/10/2022,10:52 h,100.0000,20904,20904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
1009,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,8,8,71,00000021.jpg,5.445,4.814,10/10/2022,10:52 h,100.0000,20904,20904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
1010,19,SOCIOS POR ANCASH,,100.0,8,8,425,00000019.jpg,32.592,28.814,10/10/2022,10:52 h,100.0000,20904,20904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
1011,4,ALIANZA PARA EL PROGRESO,,100.0,8,8,751,00000004.jpg,57.592,50.915,10/10/2022,10:52 h,100.0000,20904,20904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
1012,5,JUNTOS POR EL PERU,,100.0,4,4,23,00000005.jpg,4.159,3.134,10/10/2022,10:52 h,100.0000,20905,20905,ANCASH,MARISCAL LUZURIAGA,LLAMA
1013,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,130,00000004.jpg,23.508,17.711,10/10/2022,10:52 h,100.0000,20905,20905,ANCASH,MARISCAL LUZURIAGA,LLAMA
1014,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,4,4,174,00000021.jpg,31.465,23.706,10/10/2022,10:52 h,100.0000,20905,20905,ANCASH,MARISCAL LUZURIAGA,LLAMA
1015,19,SOCIOS POR ANCASH,,100.0,4,4,226,00000019.jpg,40.868,30.79,10/10/2022,10:52 h,100.0000,20905,20905,ANCASH,MARISCAL LUZURIAGA,LLAMA
1016,5,JUNTOS POR EL PERU,,100.0,16,16,559,00000005.jpg,20.342,16.407,10/10/2022,10:52 h,100.0000,20906,20906,ANCASH,MARISCAL LUZURIAGA,LLUMPA
1017,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,16,16,599,00000021.jpg,21.798,17.581,10/10/2022,10:52 h,100.0000,20906,20906,ANCASH,MARISCAL LUZURIAGA,LLUMPA
1018,19,SOCIOS POR ANCASH,,100.0,16,16,780,00000019.jpg,28.384,22.894,10/10/2022,10:52 h,100.0000,20906,20906,ANCASH,MARISCAL LUZURIAGA,LLUMPA
1019,4,ALIANZA PARA EL PROGRESO,,100.0,16,16,810,00000004.jpg,29.476,23.775,10/10/2022,10:52 h,100.0000,20906,20906,ANCASH,MARISCAL LUZURIAGA,LLUMPA
1020,5,JUNTOS POR EL PERU,,100.0,3,3,35,00000005.jpg,5.673,5.022,10/10/2022,10:52 h,100.0000,20907,20907,ANCASH,MARISCAL LUZURIAGA,MUSGA
1021,19,SOCIOS POR ANCASH,,100.0,3,3,43,00000019.jpg,6.969,6.169,10/10/2022,10:52 h,100.0000,20907,20907,ANCASH,MARISCAL LUZURIAGA,MUSGA
1022,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,3,3,233,00000021.jpg,37.763,33.429,10/10/2022,10:52 h,100.0000,20907,20907,ANCASH,MARISCAL LUZURIAGA,MUSGA
1023,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,306,00000004.jpg,49.595,43.902,10/10/2022,10:52 h,100.0000,20907,20907,ANCASH,MARISCAL LUZURIAGA,MUSGA
1024,5,JUNTOS POR EL PERU,,100.0,4,4,6,00000005.jpg,0.843,0.774,10/10/2022,10:52 h,100.0000,20908,20908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
1025,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,180,00000004.jpg,25.281,23.226,10/10/2022,10:52 h,100.0000,20908,20908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
1026,19,SOCIOS POR ANCASH,,100.0,4,4,234,00000019.jpg,32.865,30.194,10/10/2022,10:52 h,100.0000,20908,20908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
1027,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,4,4,292,00000021.jpg,41.011,37.677,10/10/2022,10:52 h,100.0000,20908,20908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
1028,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,7,7,73,00000008.jpg,5.821,5.244,10/10/2022,10:52 h,100.0000,21001,21001,ANCASH,PALLASCA,CABANA
1029,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,7,7,232,00000020.jpg,18.501,16.667,10/10/2022,10:52 h,100.0000,21001,21001,ANCASH,PALLASCA,CABANA
1030,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,7,7,249,00000021.jpg,19.856,17.888,10/10/2022,10:52 h,100.0000,21001,21001,ANCASH,PALLASCA,CABANA
1031,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,7,7,700,00000002.jpg,55.821,50.287,10/10/2022,10:52 h,100.0000,21001,21001,ANCASH,PALLASCA,CABANA
1032,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,3,3,33,00000021.jpg,7.551,4.874,10/10/2022,10:52 h,100.0000,21002,21002,ANCASH,PALLASCA,BOLOGNESI
1033,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,3,3,76,00000020.jpg,17.391,11.226,10/10/2022,10:52 h,100.0000,21002,21002,ANCASH,PALLASCA,BOLOGNESI
1034,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,122,00000008.jpg,27.918,18.021,10/10/2022,10:52 h,100.0000,21002,21002,ANCASH,PALLASCA,BOLOGNESI
1035,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,3,3,206,00000002.jpg,47.14,30.428,10/10/2022,10:52 h,100.0000,21002,21002,ANCASH,PALLASCA,BOLOGNESI
1036,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,21,21,94,00000008.jpg,4.31,2.483,10/10/2022,10:52 h,100.0000,21003,21003,ANCASH,PALLASCA,CONCHUCOS
1037,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,21,21,164,00000021.jpg,7.519,4.332,10/10/2022,10:52 h,100.0000,21003,21003,ANCASH,PALLASCA,CONCHUCOS
1038,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,21,21,659,00000020.jpg,30.215,17.406,10/10/2022,10:52 h,100.0000,21003,21003,ANCASH,PALLASCA,CONCHUCOS
1039,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,21,21,"1,264",00000002.jpg,57.955,33.386,10/10/2022,10:52 h,100.0000,21003,21003,ANCASH,PALLASCA,CONCHUCOS
1040,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,2,2,4,00000021.jpg,1.361,1.216,10/10/2022,10:52 h,100.0000,21004,21004,ANCASH,PALLASCA,HUACASCHUQUE
1041,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,2,2,35,00000008.jpg,11.905,10.638,10/10/2022,10:52 h,100.0000,21004,21004,ANCASH,PALLASCA,HUACASCHUQUE
